date,use,demand (TWh)
2021-04-08,"NTS Energy Offtaken, Industrial Offtake Total",0.081358292
2021-04-08,"NTS Energy Offtaken, LDZ Offtake Total",2.005993621
2021-04-08,"NTS Energy Offtaken, Powerstations Total",0.511035341
2021-04-07,"NTS Energy Offtaken, Industrial Offtake Total",0.082888171
2021-04-07,"NTS Energy Offtaken, LDZ Offtake Total",2.424493318
2021-04-07,"NTS Energy Offtaken, Powerstations Total",0.779608674
2021-04-06,"NTS Energy Offtaken, Industrial Offtake Total",0.09572412
2021-04-06,"NTS Energy Offtaken, LDZ Offtake Total",2.33057095
2021-04-06,"NTS Energy Offtaken, Powerstations Total",0.359971578
2021-04-05,"NTS Energy Offtaken, Industrial Offtake Total",0.095582653
2021-04-05,"NTS Energy Offtaken, LDZ Offtake Total",1.944057341
2021-04-05,"NTS Energy Offtaken, Powerstations Total",0.220492981
2021-04-04,"NTS Energy Offtaken, Industrial Offtake Total",0.100833246
2021-04-04,"NTS Energy Offtaken, LDZ Offtake Total",1.550257185
2021-04-04,"NTS Energy Offtaken, Powerstations Total",0.247845931
2021-04-03,"NTS Energy Offtaken, Industrial Offtake Total",0.115673859
2021-04-03,"NTS Energy Offtaken, LDZ Offtake Total",1.719653085
2021-04-03,"NTS Energy Offtaken, Powerstations Total",0.519412829
2021-04-02,"NTS Energy Offtaken, Industrial Offtake Total",0.115309904
2021-04-02,"NTS Energy Offtaken, LDZ Offtake Total",1.729967889
2021-04-02,"NTS Energy Offtaken, Powerstations Total",0.457082237
2021-04-01,"NTS Energy Offtaken, Industrial Offtake Total",0.114011317
2021-04-01,"NTS Energy Offtaken, LDZ Offtake Total",1.56993367
2021-04-01,"NTS Energy Offtaken, Powerstations Total",0.495302542
2021-03-31,"NTS Energy Offtaken, Industrial Offtake Total",0.111655939
2021-03-31,"NTS Energy Offtaken, LDZ Offtake Total",1.149371621
2021-03-31,"NTS Energy Offtaken, Powerstations Total",0.567051533
2021-03-30,"NTS Energy Offtaken, Industrial Offtake Total",0.113813677
2021-03-30,"NTS Energy Offtaken, LDZ Offtake Total",1.183936135
2021-03-30,"NTS Energy Offtaken, Powerstations Total",0.498393279
2021-03-29,"NTS Energy Offtaken, Industrial Offtake Total",0.104535255
2021-03-29,"NTS Energy Offtaken, LDZ Offtake Total",1.394351688
2021-03-29,"NTS Energy Offtaken, Powerstations Total",0.238919701
2021-03-28,"NTS Energy Offtaken, Industrial Offtake Total",0.095172012
2021-03-28,"NTS Energy Offtaken, LDZ Offtake Total",1.688504799
2021-03-28,"NTS Energy Offtaken, Powerstations Total",0.163447306
2021-03-27,"NTS Energy Offtaken, Industrial Offtake Total",0.099659728
2021-03-27,"NTS Energy Offtaken, LDZ Offtake Total",1.835037649
2021-03-27,"NTS Energy Offtaken, Powerstations Total",0.196644405
2021-03-26,"NTS Energy Offtaken, Industrial Offtake Total",0.114386908
2021-03-26,"NTS Energy Offtaken, LDZ Offtake Total",1.880306339
2021-03-26,"NTS Energy Offtaken, Powerstations Total",0.278367424
2021-03-25,"NTS Energy Offtaken, Industrial Offtake Total",0.114899387
2021-03-25,"NTS Energy Offtaken, LDZ Offtake Total",1.73444088
2021-03-25,"NTS Energy Offtaken, Powerstations Total",0.316007986
2021-03-24,"NTS Energy Offtaken, Industrial Offtake Total",0.113841085
2021-03-24,"NTS Energy Offtaken, LDZ Offtake Total",1.784666511
2021-03-24,"NTS Energy Offtaken, Powerstations Total",0.471018855
2021-03-23,"NTS Energy Offtaken, Industrial Offtake Total",0.113114073
2021-03-23,"NTS Energy Offtaken, LDZ Offtake Total",1.882503464
2021-03-23,"NTS Energy Offtaken, Powerstations Total",0.45193923
2021-03-22,"NTS Energy Offtaken, Industrial Offtake Total",0.115451856
2021-03-22,"NTS Energy Offtaken, LDZ Offtake Total",1.843273863
2021-03-22,"NTS Energy Offtaken, Powerstations Total",0.723158603
2021-03-21,"NTS Energy Offtaken, Industrial Offtake Total",0.118400158
2021-03-21,"NTS Energy Offtaken, LDZ Offtake Total",1.753172891
2021-03-21,"NTS Energy Offtaken, Powerstations Total",0.619395902
2021-03-20,"NTS Energy Offtaken, Industrial Offtake Total",0.11829872
2021-03-20,"NTS Energy Offtaken, LDZ Offtake Total",1.814890397
2021-03-20,"NTS Energy Offtaken, Powerstations Total",0.583588099
2021-03-19,"NTS Energy Offtaken, Industrial Offtake Total",0.122025009
2021-03-19,"NTS Energy Offtaken, LDZ Offtake Total",1.915146076
2021-03-19,"NTS Energy Offtaken, Powerstations Total",0.789182801
2021-03-18,"NTS Energy Offtaken, Industrial Offtake Total",0.117383763
2021-03-18,"NTS Energy Offtaken, LDZ Offtake Total",2.004924564
2021-03-18,"NTS Energy Offtaken, Powerstations Total",0.692350373
2021-03-17,"NTS Energy Offtaken, Industrial Offtake Total",0.116849935
2021-03-17,"NTS Energy Offtaken, LDZ Offtake Total",2.028088021
2021-03-17,"NTS Energy Offtaken, Powerstations Total",0.672840837
2021-03-16,"NTS Energy Offtaken, Industrial Offtake Total",0.116677812
2021-03-16,"NTS Energy Offtaken, LDZ Offtake Total",1.825766573
2021-03-16,"NTS Energy Offtaken, Powerstations Total",0.501942629
2021-03-15,"NTS Energy Offtaken, Industrial Offtake Total",0.110294757
2021-03-15,"NTS Energy Offtaken, LDZ Offtake Total",1.974217557
2021-03-15,"NTS Energy Offtaken, Powerstations Total",0.698580823
2021-03-14,"NTS Energy Offtaken, Industrial Offtake Total",0.108802335
2021-03-14,"NTS Energy Offtaken, LDZ Offtake Total",2.112565947
2021-03-14,"NTS Energy Offtaken, Powerstations Total",0.281758759
2021-03-13,"NTS Energy Offtaken, Industrial Offtake Total",0.109118738
2021-03-13,"NTS Energy Offtaken, LDZ Offtake Total",2.160237389
2021-03-13,"NTS Energy Offtaken, Powerstations Total",0.246750623
2021-03-12,"NTS Energy Offtaken, Industrial Offtake Total",0.110168886
2021-03-12,"NTS Energy Offtaken, LDZ Offtake Total",2.216591359
2021-03-12,"NTS Energy Offtaken, Powerstations Total",0.292324174
2021-03-11,"NTS Energy Offtaken, Industrial Offtake Total",0.108551412
2021-03-11,"NTS Energy Offtaken, LDZ Offtake Total",2.141411487
2021-03-11,"NTS Energy Offtaken, Powerstations Total",0.308170189
2021-03-10,"NTS Energy Offtaken, Industrial Offtake Total",0.1054726
2021-03-10,"NTS Energy Offtaken, LDZ Offtake Total",2.280107956
2021-03-10,"NTS Energy Offtaken, Powerstations Total",0.416451716
2021-03-09,"NTS Energy Offtaken, Industrial Offtake Total",0.102729963
2021-03-09,"NTS Energy Offtaken, LDZ Offtake Total",2.12568274
2021-03-09,"NTS Energy Offtaken, Powerstations Total",0.622175939
2021-03-08,"NTS Energy Offtaken, Industrial Offtake Total",0.111772164
2021-03-08,"NTS Energy Offtaken, LDZ Offtake Total",2.350320172
2021-03-08,"NTS Energy Offtaken, Powerstations Total",0.780347604
2021-03-07,"NTS Energy Offtaken, Industrial Offtake Total",0.113248711
2021-03-07,"NTS Energy Offtaken, LDZ Offtake Total",2.330129136
2021-03-07,"NTS Energy Offtaken, Powerstations Total",0.773149742
2021-03-06,"NTS Energy Offtaken, Industrial Offtake Total",0.113931149
2021-03-06,"NTS Energy Offtaken, LDZ Offtake Total",2.405890115
2021-03-06,"NTS Energy Offtaken, Powerstations Total",0.81601055
2021-03-05,"NTS Energy Offtaken, Industrial Offtake Total",0.119653225
2021-03-05,"NTS Energy Offtaken, LDZ Offtake Total",2.554409058
2021-03-05,"NTS Energy Offtaken, Powerstations Total",0.876510188
2021-03-04,"NTS Energy Offtaken, Industrial Offtake Total",0.126233218
2021-03-04,"NTS Energy Offtaken, LDZ Offtake Total",2.519608854
2021-03-04,"NTS Energy Offtaken, Powerstations Total",0.842482089
2021-03-03,"NTS Energy Offtaken, Industrial Offtake Total",0.135571011
2021-03-03,"NTS Energy Offtaken, LDZ Offtake Total",2.514273522
2021-03-03,"NTS Energy Offtaken, Powerstations Total",0.876101324
2021-03-02,"NTS Energy Offtaken, Industrial Offtake Total",0.134452667
2021-03-02,"NTS Energy Offtaken, LDZ Offtake Total",2.412427632
2021-03-02,"NTS Energy Offtaken, Powerstations Total",0.909941033
2021-03-01,"NTS Energy Offtaken, Industrial Offtake Total",0.130404862
2021-03-01,"NTS Energy Offtaken, LDZ Offtake Total",2.289966534
2021-03-01,"NTS Energy Offtaken, Powerstations Total",0.882794063
2021-02-28,"NTS Energy Offtaken, Industrial Offtake Total",0.131757663
2021-02-28,"NTS Energy Offtaken, LDZ Offtake Total",1.997447744
2021-02-28,"NTS Energy Offtaken, Powerstations Total",0.762083345
2021-02-27,"NTS Energy Offtaken, Industrial Offtake Total",0.130419006
2021-02-27,"NTS Energy Offtaken, LDZ Offtake Total",1.887973089
2021-02-27,"NTS Energy Offtaken, Powerstations Total",0.728040752
2021-02-26,"NTS Energy Offtaken, Industrial Offtake Total",0.118960992
2021-02-26,"NTS Energy Offtaken, LDZ Offtake Total",2.005455349
2021-02-26,"NTS Energy Offtaken, Powerstations Total",0.683034552
2021-02-25,"NTS Energy Offtaken, Industrial Offtake Total",0.122409968
2021-02-25,"NTS Energy Offtaken, LDZ Offtake Total",1.84296212
2021-02-25,"NTS Energy Offtaken, Powerstations Total",0.582907381
2021-02-24,"NTS Energy Offtaken, Industrial Offtake Total",0.112366642
2021-02-24,"NTS Energy Offtaken, LDZ Offtake Total",1.678075562
2021-02-24,"NTS Energy Offtaken, Powerstations Total",0.36755699
2021-02-23,"NTS Energy Offtaken, Industrial Offtake Total",0.112109344
2021-02-23,"NTS Energy Offtaken, LDZ Offtake Total",1.916053733
2021-02-23,"NTS Energy Offtaken, Powerstations Total",0.337239562
2021-02-22,"NTS Energy Offtaken, Industrial Offtake Total",0.121798622
2021-02-22,"NTS Energy Offtaken, LDZ Offtake Total",1.895931443
2021-02-22,"NTS Energy Offtaken, Powerstations Total",0.610189826
2021-02-21,"NTS Energy Offtaken, Industrial Offtake Total",0.122038352
2021-02-21,"NTS Energy Offtaken, LDZ Offtake Total",1.678722944
2021-02-21,"NTS Energy Offtaken, Powerstations Total",0.524541507
2021-02-20,"NTS Energy Offtaken, Industrial Offtake Total",0.105867403
2021-02-20,"NTS Energy Offtaken, LDZ Offtake Total",1.744387157
2021-02-20,"NTS Energy Offtaken, Powerstations Total",0.276446157
2021-02-19,"NTS Energy Offtaken, Industrial Offtake Total",0.107796629
2021-02-19,"NTS Energy Offtaken, LDZ Offtake Total",2.226010241
2021-02-19,"NTS Energy Offtaken, Powerstations Total",0.337825708
2021-02-18,"NTS Energy Offtaken, Industrial Offtake Total",0.105221938
2021-02-18,"NTS Energy Offtaken, LDZ Offtake Total",2.169989869
2021-02-18,"NTS Energy Offtaken, Powerstations Total",0.373873345
2021-02-17,"NTS Energy Offtaken, Industrial Offtake Total",0.10330967
2021-02-17,"NTS Energy Offtaken, LDZ Offtake Total",2.110797098
2021-02-17,"NTS Energy Offtaken, Powerstations Total",0.382955577
2021-02-16,"NTS Energy Offtaken, Industrial Offtake Total",0.105323977
2021-02-16,"NTS Energy Offtaken, LDZ Offtake Total",2.131800574
2021-02-16,"NTS Energy Offtaken, Powerstations Total",0.430970526
2021-02-15,"NTS Energy Offtaken, Industrial Offtake Total",0.122081277
2021-02-15,"NTS Energy Offtaken, LDZ Offtake Total",2.332481918
2021-02-15,"NTS Energy Offtaken, Powerstations Total",0.524515114
2021-02-14,"NTS Energy Offtaken, Industrial Offtake Total",0.120056546
2021-02-14,"NTS Energy Offtaken, LDZ Offtake Total",2.967760664
2021-02-14,"NTS Energy Offtaken, Powerstations Total",0.322292829
2021-02-13,"NTS Energy Offtaken, Industrial Offtake Total",0.118259141
2021-02-13,"NTS Energy Offtaken, LDZ Offtake Total",3.311508989
2021-02-13,"NTS Energy Offtaken, Powerstations Total",0.352413002
2021-02-12,"NTS Energy Offtaken, Industrial Offtake Total",0.118668413
2021-02-12,"NTS Energy Offtaken, LDZ Offtake Total",3.360061702
2021-02-12,"NTS Energy Offtaken, Powerstations Total",0.540078292
2021-02-11,"NTS Energy Offtaken, Industrial Offtake Total",0.129142147
2021-02-11,"NTS Energy Offtaken, LDZ Offtake Total",3.341227291
2021-02-11,"NTS Energy Offtaken, Powerstations Total",0.728131669
2021-02-10,"NTS Energy Offtaken, Industrial Offtake Total",0.139978595
2021-02-10,"NTS Energy Offtaken, LDZ Offtake Total",3.285093557
2021-02-10,"NTS Energy Offtaken, Powerstations Total",0.841811838
2021-02-09,"NTS Energy Offtaken, Industrial Offtake Total",0.133163451
2021-02-09,"NTS Energy Offtaken, LDZ Offtake Total",3.282869826
2021-02-09,"NTS Energy Offtaken, Powerstations Total",0.687235073
2021-02-08,"NTS Energy Offtaken, Industrial Offtake Total",0.130714627
2021-02-08,"NTS Energy Offtaken, LDZ Offtake Total",3.294747353
2021-02-08,"NTS Energy Offtaken, Powerstations Total",0.649927877
2021-02-07,"NTS Energy Offtaken, Industrial Offtake Total",0.116737747
2021-02-07,"NTS Energy Offtaken, LDZ Offtake Total",2.884892635
2021-02-07,"NTS Energy Offtaken, Powerstations Total",0.357938703
2021-02-06,"NTS Energy Offtaken, Industrial Offtake Total",0.105701822
2021-02-06,"NTS Energy Offtaken, LDZ Offtake Total",2.36485226
2021-02-06,"NTS Energy Offtaken, Powerstations Total",0.423097343
2021-02-05,"NTS Energy Offtaken, Industrial Offtake Total",0.106618047
2021-02-05,"NTS Energy Offtaken, LDZ Offtake Total",2.242080517
2021-02-05,"NTS Energy Offtaken, Powerstations Total",0.631715087
2021-02-04,"NTS Energy Offtaken, Industrial Offtake Total",0.108475182
2021-02-04,"NTS Energy Offtaken, LDZ Offtake Total",2.407069004
2021-02-04,"NTS Energy Offtaken, Powerstations Total",0.654481594
2021-02-03,"NTS Energy Offtaken, Industrial Offtake Total",0.106147062
2021-02-03,"NTS Energy Offtaken, LDZ Offtake Total",2.328270377
2021-02-03,"NTS Energy Offtaken, Powerstations Total",0.586016932
2021-02-02,"NTS Energy Offtaken, Industrial Offtake Total",0.107634421
2021-02-02,"NTS Energy Offtaken, LDZ Offtake Total",2.4581179
2021-02-02,"NTS Energy Offtaken, Powerstations Total",0.524723339
2021-02-01,"NTS Energy Offtaken, Industrial Offtake Total",0.12733485
2021-02-01,"NTS Energy Offtaken, LDZ Offtake Total",2.784985132
2021-02-01,"NTS Energy Offtaken, Powerstations Total",0.814781556
2021-01-31,"NTS Energy Offtaken, Industrial Offtake Total",0.128996536
2021-01-31,"NTS Energy Offtaken, LDZ Offtake Total",2.708538018
2021-01-31,"NTS Energy Offtaken, Powerstations Total",0.634885044
2021-01-30,"NTS Energy Offtaken, Industrial Offtake Total",0.126208356
2021-01-30,"NTS Energy Offtaken, LDZ Offtake Total",2.502931361
2021-01-30,"NTS Energy Offtaken, Powerstations Total",0.485616208
2021-01-29,"NTS Energy Offtaken, Industrial Offtake Total",0.120119901
2021-01-29,"NTS Energy Offtaken, LDZ Offtake Total",2.134308528
2021-01-29,"NTS Energy Offtaken, Powerstations Total",0.550108013
2021-01-28,"NTS Energy Offtaken, Industrial Offtake Total",0.117034788
2021-01-28,"NTS Energy Offtaken, LDZ Offtake Total",2.164091262
2021-01-28,"NTS Energy Offtaken, Powerstations Total",0.542638526
2021-01-27,"NTS Energy Offtaken, Industrial Offtake Total",0.116673288
2021-01-27,"NTS Energy Offtaken, LDZ Offtake Total",2.3739646
2021-01-27,"NTS Energy Offtaken, Powerstations Total",0.762259115
2021-01-26,"NTS Energy Offtaken, Industrial Offtake Total",0.116319759
2021-01-26,"NTS Energy Offtaken, LDZ Offtake Total",2.917640181
2021-01-26,"NTS Energy Offtaken, Powerstations Total",0.781029043
2021-01-25,"NTS Energy Offtaken, Industrial Offtake Total",0.106323619
2021-01-25,"NTS Energy Offtaken, LDZ Offtake Total",2.983008738
2021-01-25,"NTS Energy Offtaken, Powerstations Total",0.702050159
2021-01-24,"NTS Energy Offtaken, Industrial Offtake Total",0.095530247
2021-01-24,"NTS Energy Offtaken, LDZ Offtake Total",2.910635815
2021-01-24,"NTS Energy Offtaken, Powerstations Total",0.718250245
2021-01-23,"NTS Energy Offtaken, Industrial Offtake Total",0.094637126
2021-01-23,"NTS Energy Offtaken, LDZ Offtake Total",2.726828169
2021-01-23,"NTS Energy Offtaken, Powerstations Total",0.765949274
2021-01-22,"NTS Energy Offtaken, Industrial Offtake Total",0.094351534
2021-01-22,"NTS Energy Offtaken, LDZ Offtake Total",2.618850924
2021-01-22,"NTS Energy Offtaken, Powerstations Total",0.727445887
2021-01-21,"NTS Energy Offtaken, Industrial Offtake Total",0.089093221
2021-01-21,"NTS Energy Offtaken, LDZ Offtake Total",2.549532591
2021-01-21,"NTS Energy Offtaken, Powerstations Total",0.463632518
2021-01-20,"NTS Energy Offtaken, Industrial Offtake Total",0.105018894
2021-01-20,"NTS Energy Offtaken, LDZ Offtake Total",2.233502321
2021-01-20,"NTS Energy Offtaken, Powerstations Total",0.615743286
2021-01-19,"NTS Energy Offtaken, Industrial Offtake Total",0.107075109
2021-01-19,"NTS Energy Offtaken, LDZ Offtake Total",2.200873378
2021-01-19,"NTS Energy Offtaken, Powerstations Total",0.591538944
2021-01-18,"NTS Energy Offtaken, Industrial Offtake Total",0.111008104
2021-01-18,"NTS Energy Offtaken, LDZ Offtake Total",2.551064115
2021-01-18,"NTS Energy Offtaken, Powerstations Total",0.63179275
2021-01-17,"NTS Energy Offtaken, Industrial Offtake Total",0.108441355
2021-01-17,"NTS Energy Offtaken, LDZ Offtake Total",2.402798201
2021-01-17,"NTS Energy Offtaken, Powerstations Total",0.459622136
2021-01-16,"NTS Energy Offtaken, Industrial Offtake Total",0.104607657
2021-01-16,"NTS Energy Offtaken, LDZ Offtake Total",2.523867454
2021-01-16,"NTS Energy Offtaken, Powerstations Total",0.391011146
2021-01-15,"NTS Energy Offtaken, Industrial Offtake Total",0.110951343
2021-01-15,"NTS Energy Offtaken, LDZ Offtake Total",2.920779666
2021-01-15,"NTS Energy Offtaken, Powerstations Total",0.731957818
2021-01-14,"NTS Energy Offtaken, Industrial Offtake Total",0.108256608
2021-01-14,"NTS Energy Offtaken, LDZ Offtake Total",2.675434455
2021-01-14,"NTS Energy Offtaken, Powerstations Total",0.805037607
2021-01-13,"NTS Energy Offtaken, Industrial Offtake Total",0.116525776
2021-01-13,"NTS Energy Offtaken, LDZ Offtake Total",2.644459161
2021-01-13,"NTS Energy Offtaken, Powerstations Total",0.803100016
2021-01-12,"NTS Energy Offtaken, Industrial Offtake Total",0.120688139
2021-01-12,"NTS Energy Offtaken, LDZ Offtake Total",2.529518607
2021-01-12,"NTS Energy Offtaken, Powerstations Total",0.77657219
2021-01-11,"NTS Energy Offtaken, Industrial Offtake Total",0.109812126
2021-01-11,"NTS Energy Offtaken, LDZ Offtake Total",2.56526476
2021-01-11,"NTS Energy Offtaken, Powerstations Total",0.565362213
2021-01-10,"NTS Energy Offtaken, Industrial Offtake Total",0.101094198
2021-01-10,"NTS Energy Offtaken, LDZ Offtake Total",2.764168485
2021-01-10,"NTS Energy Offtaken, Powerstations Total",0.643362348
2021-01-09,"NTS Energy Offtaken, Industrial Offtake Total",0.125254848
2021-01-09,"NTS Energy Offtaken, LDZ Offtake Total",2.88466474
2021-01-09,"NTS Energy Offtaken, Powerstations Total",0.736278173
2021-01-08,"NTS Energy Offtaken, Industrial Offtake Total",0.132623541
2021-01-08,"NTS Energy Offtaken, LDZ Offtake Total",3.104531211
2021-01-08,"NTS Energy Offtaken, Powerstations Total",0.920928671
2021-01-07,"NTS Energy Offtaken, Industrial Offtake Total",0.133240234
2021-01-07,"NTS Energy Offtaken, LDZ Offtake Total",3.106727781
2021-01-07,"NTS Energy Offtaken, Powerstations Total",0.912341952
2021-01-06,"NTS Energy Offtaken, Industrial Offtake Total",0.136461712
2021-01-06,"NTS Energy Offtaken, LDZ Offtake Total",2.942736306
2021-01-06,"NTS Energy Offtaken, Powerstations Total",0.87651992
2021-01-05,"NTS Energy Offtaken, Industrial Offtake Total",0.130107365
2021-01-05,"NTS Energy Offtaken, LDZ Offtake Total",2.902666822
2021-01-05,"NTS Energy Offtaken, Powerstations Total",0.783142803
2021-01-04,"NTS Energy Offtaken, Industrial Offtake Total",0.12481031
2021-01-04,"NTS Energy Offtaken, LDZ Offtake Total",2.886542811
2021-01-04,"NTS Energy Offtaken, Powerstations Total",0.704858803
2021-01-03,"NTS Energy Offtaken, Industrial Offtake Total",0.122810527
2021-01-03,"NTS Energy Offtaken, LDZ Offtake Total",2.643743986
2021-01-03,"NTS Energy Offtaken, Powerstations Total",0.55530148
2021-01-02,"NTS Energy Offtaken, Industrial Offtake Total",0.125043332
2021-01-02,"NTS Energy Offtaken, LDZ Offtake Total",2.668675069
2021-01-02,"NTS Energy Offtaken, Powerstations Total",0.665564728
2021-01-01,"NTS Energy Offtaken, Industrial Offtake Total",0.123505366
2021-01-01,"NTS Energy Offtaken, LDZ Offtake Total",2.665258229
2021-01-01,"NTS Energy Offtaken, Powerstations Total",0.608855208
2020-12-31,"NTS Energy Offtaken, Industrial Offtake Total",0.125542483
2020-12-31,"NTS Energy Offtaken, LDZ Offtake Total",2.882821966
2020-12-31,"NTS Energy Offtaken, Powerstations Total",0.6928983
2020-12-30,"NTS Energy Offtaken, Industrial Offtake Total",0.128534021
2020-12-30,"NTS Energy Offtaken, LDZ Offtake Total",2.754612319
2020-12-30,"NTS Energy Offtaken, Powerstations Total",0.774491406
2020-12-29,"NTS Energy Offtaken, Industrial Offtake Total",0.125913235
2020-12-29,"NTS Energy Offtaken, LDZ Offtake Total",2.669595011
2020-12-29,"NTS Energy Offtaken, Powerstations Total",0.700818915
2020-12-28,"NTS Energy Offtaken, Industrial Offtake Total",0.12674759
2020-12-28,"NTS Energy Offtaken, LDZ Offtake Total",2.6185771
2020-12-28,"NTS Energy Offtaken, Powerstations Total",0.753317414
2020-12-27,"NTS Energy Offtaken, Industrial Offtake Total",0.115514473
2020-12-27,"NTS Energy Offtaken, LDZ Offtake Total",2.169019812
2020-12-27,"NTS Energy Offtaken, Powerstations Total",0.43117621
2020-12-26,"NTS Energy Offtaken, Industrial Offtake Total",0.105188921
2020-12-26,"NTS Energy Offtaken, LDZ Offtake Total",2.163426922
2020-12-26,"NTS Energy Offtaken, Powerstations Total",0.20243537
2020-12-25,"NTS Energy Offtaken, Industrial Offtake Total",0.120905484
2020-12-25,"NTS Energy Offtaken, LDZ Offtake Total",2.479287119
2020-12-25,"NTS Energy Offtaken, Powerstations Total",0.407202661
2020-12-24,"NTS Energy Offtaken, Industrial Offtake Total",0.123032508
2020-12-24,"NTS Energy Offtaken, LDZ Offtake Total",2.465887806
2020-12-24,"NTS Energy Offtaken, Powerstations Total",0.409348155
2020-12-23,"NTS Energy Offtaken, Industrial Offtake Total",0.117376509
2020-12-23,"NTS Energy Offtaken, LDZ Offtake Total",2.054142934
2020-12-23,"NTS Energy Offtaken, Powerstations Total",0.430493903
2020-12-22,"NTS Energy Offtaken, Industrial Offtake Total",0.128468142
2020-12-22,"NTS Energy Offtaken, LDZ Offtake Total",1.99684939
2020-12-22,"NTS Energy Offtaken, Powerstations Total",0.775633151
2020-12-21,"NTS Energy Offtaken, Industrial Offtake Total",0.109345534
2020-12-21,"NTS Energy Offtaken, LDZ Offtake Total",2.006189664
2020-12-21,"NTS Energy Offtaken, Powerstations Total",0.581169041
2020-12-20,"NTS Energy Offtaken, Industrial Offtake Total",0.119736826
2020-12-20,"NTS Energy Offtaken, LDZ Offtake Total",2.02110493
2020-12-20,"NTS Energy Offtaken, Powerstations Total",0.306863337
2020-12-19,"NTS Energy Offtaken, Industrial Offtake Total",0.110554161
2020-12-19,"NTS Energy Offtaken, LDZ Offtake Total",1.772219577
2020-12-19,"NTS Energy Offtaken, Powerstations Total",0.245559179
2020-12-18,"NTS Energy Offtaken, Industrial Offtake Total",0.107212918
2020-12-18,"NTS Energy Offtaken, LDZ Offtake Total",1.837706277
2020-12-18,"NTS Energy Offtaken, Powerstations Total",0.347216989
2020-12-17,"NTS Energy Offtaken, Industrial Offtake Total",0.120237451
2020-12-17,"NTS Energy Offtaken, LDZ Offtake Total",2.074403855
2020-12-17,"NTS Energy Offtaken, Powerstations Total",0.508933779
2020-12-16,"NTS Energy Offtaken, Industrial Offtake Total",0.128073664
2020-12-16,"NTS Energy Offtaken, LDZ Offtake Total",2.142774916
2020-12-16,"NTS Energy Offtaken, Powerstations Total",0.490133299
2020-12-15,"NTS Energy Offtaken, Industrial Offtake Total",0.120067207
2020-12-15,"NTS Energy Offtaken, LDZ Offtake Total",2.085360541
2020-12-15,"NTS Energy Offtaken, Powerstations Total",0.612189548
2020-12-14,"NTS Energy Offtaken, Industrial Offtake Total",0.112150738
2020-12-14,"NTS Energy Offtaken, LDZ Offtake Total",2.015295695
2020-12-14,"NTS Energy Offtaken, Powerstations Total",0.488273888
2020-12-13,"NTS Energy Offtaken, Industrial Offtake Total",0.104127423
2020-12-13,"NTS Energy Offtaken, LDZ Offtake Total",2.140028824
2020-12-13,"NTS Energy Offtaken, Powerstations Total",0.363719997
2020-12-12,"NTS Energy Offtaken, Industrial Offtake Total",0.12347953
2020-12-12,"NTS Energy Offtaken, LDZ Offtake Total",2.031697291
2020-12-12,"NTS Energy Offtaken, Powerstations Total",0.694774994
2020-12-11,"NTS Energy Offtaken, Industrial Offtake Total",0.136344486
2020-12-11,"NTS Energy Offtaken, LDZ Offtake Total",2.096946959
2020-12-11,"NTS Energy Offtaken, Powerstations Total",0.765411415
2020-12-10,"NTS Energy Offtaken, Industrial Offtake Total",0.123440348
2020-12-10,"NTS Energy Offtaken, LDZ Offtake Total",2.389146267
2020-12-10,"NTS Energy Offtaken, Powerstations Total",0.686682804
2020-12-09,"NTS Energy Offtaken, Industrial Offtake Total",0.125149907
2020-12-09,"NTS Energy Offtaken, LDZ Offtake Total",2.500857401
2020-12-09,"NTS Energy Offtaken, Powerstations Total",0.797088745
2020-12-08,"NTS Energy Offtaken, Industrial Offtake Total",0.12634003
2020-12-08,"NTS Energy Offtaken, LDZ Offtake Total",2.64587816
2020-12-08,"NTS Energy Offtaken, Powerstations Total",0.837389142
2020-12-07,"NTS Energy Offtaken, Industrial Offtake Total",0.131431307
2020-12-07,"NTS Energy Offtaken, LDZ Offtake Total",2.739010385
2020-12-07,"NTS Energy Offtaken, Powerstations Total",0.892241271
2020-12-06,"NTS Energy Offtaken, Industrial Offtake Total",0.131963326
2020-12-06,"NTS Energy Offtaken, LDZ Offtake Total",2.456156228
2020-12-06,"NTS Energy Offtaken, Powerstations Total",0.846993062
2020-12-05,"NTS Energy Offtaken, Industrial Offtake Total",0.124834617
2020-12-05,"NTS Energy Offtaken, LDZ Offtake Total",2.356577739
2020-12-05,"NTS Energy Offtaken, Powerstations Total",0.726534778
2020-12-04,"NTS Energy Offtaken, Industrial Offtake Total",0.119812544
2020-12-04,"NTS Energy Offtaken, LDZ Offtake Total",2.559404206
2020-12-04,"NTS Energy Offtaken, Powerstations Total",0.547647196
2020-12-03,"NTS Energy Offtaken, Industrial Offtake Total",0.125612471
2020-12-03,"NTS Energy Offtaken, LDZ Offtake Total",2.452759112
2020-12-03,"NTS Energy Offtaken, Powerstations Total",0.756748617
2020-12-02,"NTS Energy Offtaken, Industrial Offtake Total",0.113593151
2020-12-02,"NTS Energy Offtaken, LDZ Offtake Total",2.349903524
2020-12-02,"NTS Energy Offtaken, Powerstations Total",0.783632647
2020-12-01,"NTS Energy Offtaken, Industrial Offtake Total",0.104935234
2020-12-01,"NTS Energy Offtaken, LDZ Offtake Total",2.317899676
2020-12-01,"NTS Energy Offtaken, Powerstations Total",0.841451618
2020-11-30,"NTS Energy Offtaken, Industrial Offtake Total",0.100929374
